,ID,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent,Family
8569,OMAHA_PONCA,Americas,42.5,-97.5,NA,oma,NA,Siouan
8570,OSAGE,Americas,37,-94,NA,osa,NA,Siouan
8571,QUAPAW,Americas,36.17,-94.42,NA,qua,NA,Siouan
8572,TUTELO,Americas,37.67,-78.75,NA,tta,NA,Siouan
8573,WINNEBAGO,Americas,43.5,-88.5,NA,win,NA,Siouan
8574,PROTO_SIOUAN,Americas,,,NA,,NA,NA
8575,JEMEZ,Americas,35.83,-107,NA,tow,NA,Kiowa-Tanoan
8576,KIOWA,Americas,37,-99,NA,kio,NA,Kiowa-Tanoan
8577,TEWA_ARIZONA,Americas,35.83,-110.42,NA,tew,NA,Kiowa-Tanoan
8578,TEWA_SAN_JUAN_PUEBLO,Americas,36.08,-106.08,NA,tew,NA,Kiowa-Tanoan
8579,TEWA_SANTA_CLARA,Americas,36.08,-106.08,NA,tew,NA,Kiowa-Tanoan
8580,TIWA_NORTHERN_PICURIS,Americas,36.5,-105.5,NA,twf,NA,Kiowa-Tanoan
8581,TIWA_NORTHERN_TAOS,Americas,36.5,-105.5,NA,twf,NA,Kiowa-Tanoan
8582,TIWA_SOUTHERN,Americas,35,-106.33,NA,tix,NA,Kiowa-Tanoan
8583,ACOMA_KERES,Americas,34.97,-107.52,NA,kjq,NA,Keresan
8584,SANTA_ANA_KERES,Americas,35.42,-106.67,NA,kee,NA,Keresan
8585,SANTO_DOMINGO_KERES,Americas,35.52,-106.45,NA,kee,NA,Keresan
8586,ZUNI,Americas,35.08,-108.83,NA,zun,NA,Zuni
8587,CLASSICAL_NAHUATL,Americas,19.42,-99.12,NA,nci,NA,Uto-Aztecan
8588,HIGHLAND_PUEBLA_NAHUATL,Americas,19.58,-97.33,NA,azz,NA,Uto-Aztecan
8589,NAHUATL_ACATLAN,Americas,17.67,-99.17,NA,ngu,NA,Uto-Aztecan
8590,NAHUATL_ACAXOCHITLAN,Americas,20.17,-98.2,NA,,NA,Uto-Aztecan
8591,NAHUATL_AMILCINGO_ZACUALPAN,Americas,18.8,-98.77,NA,,NA,Uto-Aztecan
8592,NAHUATL_ATLACHOLOAYA_XOCHITEPEC,Americas,18.72,-99.22,NA,nuz,NA,Uto-Aztecan
8593,NAHUATL_ATLIACA_TIXTLA,Americas,17.57,-99.42,NA,ngu,NA,Uto-Aztecan
8594,NAHUATL_AXOCHIAPAN,Americas,18.5,-98.77,NA,,NA,Uto-Aztecan
8595,NAHUATL_AYOTOXCO,Americas,20.1,-97.4,NA,,NA,Uto-Aztecan
8596,NAHUATL_BUENOS_AIRES_ALAMO,Americas,20.92,-97.67,NA,nhe,NA,Uto-Aztecan
8597,NAHUATL_CHICHIQUILA,Americas,19.17,-97.02,NA,,NA,Uto-Aztecan
8598,NAHUATL_CHICONTEPEC,Americas,20.97,-98.17,NA,nch,NA,Uto-Aztecan
8599,NAHUATL_CHIGNAUTLA,Americas,19.82,-97.37,NA,,NA,Uto-Aztecan
8600,NAHUATL_CHILACACHAPA_CUETZALA_DEL_PROGRESO,Americas,18.12,-99.83,NA,naz,NA,Uto-Aztecan
8601,NAHUATL_CHILOCOYO_HUEHUETLA,Americas,20.12,-97.62,NA,,NA,Uto-Aztecan
8602,NAHUATL_CHINANCAHUATL_ZACUALTIPAN,Americas,20.63,-98.58,NA,,NA,Uto-Aztecan
8603,NAHUATL_COATEPEC_COSTALES,Americas,18.35,-99.83,NA,naz,NA,Uto-Aztecan
8604,NAHUATL_COATEPEC_COSTALES_TELEOLOAPAN,Americas,18.35,-99.83,NA,naz,NA,Uto-Aztecan
8605,NAHUATL_COXCATLAN,Americas,21.58,-98.9,NA,nhw,NA,Uto-Aztecan
8606,NAHUATL_COYOTEPEC,Americas,19.77,-99.2,NA,,NA,Uto-Aztecan
8607,NAHUATL_CUACUILA_HUAUCHINANGO,Americas,20.17,-98.03,NA,nhi,NA,Uto-Aztecan
8608,NAHUATL_CUAMELC0_TIANGUISTENGO,Americas,20.72,-98.62,NA,,NA,Uto-Aztecan
8609,NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS,Americas,20.8,-98.65,NA,,NA,Uto-Aztecan
8610,NAHUATL_CUENTEPEC_TEMIXCO,Americas,18.85,-99.32,NA,nuz,NA,Uto-Aztecan
8611,NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA,Americas,20,-98.25,NA,ncj,NA,Uto-Aztecan
8612,NAHUATL_HUATLATLAUCA,Americas,18.67,-98.03,NA,ncx,NA,Uto-Aztecan
8613,NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN,Americas,18.87,-98.67,NA,,NA,Uto-Aztecan
8614,NAHUATL_HUEYATI_YAHUALICA,Americas,20.93,-98.4,NA,,NA,Uto-Aztecan
8615,NAHUATL_HUITZILTEPEC_ZUMPANGO_DEL_RIO,Americas,19.82,-99.47,NA,ngu,NA,Uto-Aztecan
8616,NAHUATL_IXHUATLAN_DE_MADERO,Americas,20.68,-98.02,NA,,NA,Uto-Aztecan
8617,NAHUATL_IXTACAMAXTITLAN,Americas,19.62,-97.82,NA,,NA,Uto-Aztecan
8618,NAHUATL_JALATLACO,Americas,19.18,-99.42,NA,,NA,Uto-Aztecan
8619,NAHUATL_JICOCINGO_ZACATLAN,Americas,19.92,-97.97,NA,,NA,Uto-Aztecan
8620,NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,Americas,21,-98.83,NA,,NA,Uto-Aztecan
8621,NAHUATL_LAS_BALSAS,Americas,20.7,-97.78,NA,,NA,Uto-Aztecan
8622,NAHUATL_MECAYAPAN,Americas,18.22,-94.82,NA,nhx,NA,Uto-Aztecan
8623,NAHUATL_MONTEGRANDE_PLATON_SANCHEZ,Americas,21.27,-98.37,NA,,NA,Uto-Aztecan
8624,NAHUATL_PAJAPAN,Americas,18.25,-94.7,NA,nhp,NA,Uto-Aztecan
8625,NAHUATL_POMARO_AQUILA,Americas,18.5,-103,NA,ncl,NA,Uto-Aztecan
8626,NAHUATL_QUETZALAPA_AZOYU,Americas,18.3,-99.2,NA,,NA,Uto-Aztecan
8627,NAHUATL_RAFAEL_DELGADO,Americas,18.8,-97.07,NA,nhq,NA,Uto-Aztecan
8628,NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN,Americas,20.1,-97.52,NA,,NA,Uto-Aztecan
8629,NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA,Americas,22.6,-104.9,NA,azn,NA,Uto-Aztecan
8630,NAHUATL_SAN_AGUSTIN_OAPAN,Americas,17.92,-99.42,NA,ngu,NA,Uto-Aztecan
8631,NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO,Americas,18.12,-97,NA,nhy,NA,Uto-Aztecan
8632,NAHUATL_SAN_FRANCISCO_TLALNEPANTLA,Americas,19.18,-99.12,NA,,NA,Uto-Aztecan
8633,NAHUATL_SAN_JERONINO_AMANALCO,Americas,19.52,-98.75,NA,,NA,Uto-Aztecan
8634,NAHUATL_SAN_JOSE_MIAHUATLAN,Americas,18.27,-97.27,NA,npl,NA,Uto-Aztecan
8635,NAHUATL_SAN_MIGUEL_AYOTLA,Americas,18.67,-98.37,NA,nhn,NA,Uto-Aztecan
8636,NAHUATL_SAN_PABLO_ZOQUITLAN,Americas,18.32,-97.02,NA,nsu,NA,Uto-Aztecan
8637,NAHUATL_SAN_PEDRO_JICORA,Americas,22.42,-104.5,NA,,NA,Uto-Aztecan
8638,NAHUATL_SAN_PEDRO_TLALCUAPAN_SANTA_ANA_CHIAUTEMPAN,Americas,19.32,-98.17,NA,nhn,NA,Uto-Aztecan
8639,NAHUATL_SANTA_ANA_TLACOTENCO,Americas,19.18,-99.02,NA,,NA,Uto-Aztecan
8640,NAHUATL_SANTA_MARIA_TEOPOXCO,Americas,18.17,-96.95,NA,,NA,Uto-Aztecan
8641,NAHUATL_SIERRA_DE_ZACAPOAXTLA,Americas,19.87,-97.59,NA,azz,NA,Uto-Aztecan
8642,NAHUATL_STA_MA_COAPAN,Americas,18.82,-97.87,NA,azz,NA,Uto-Aztecan
8643,NAHUATL_TEPOTZTLAN,Americas,18.58,-99.08,NA,nhm,NA,Uto-Aztecan
8644,NAHUATL_TLALNEPANTLA_TAMAZUNCHALE,Americas,21.27,-98.77,NA,,NA,Uto-Aztecan
8645,NAHUATL_XAALITLA_TEPECUAUILCO,Americas,18.02,-99.53,NA,,NA,Uto-Aztecan
8646,NAHUATL_XALATZALA_TLAPA,Americas,17.55,-98.53,NA,,NA,Uto-Aztecan
8647,NAHUATL_XALPATLAHUAC,Americas,17,-98.62,NA,,NA,Uto-Aztecan
8648,NAHUATL_XILITLA,Americas,21.33,-98.97,NA,,NA,Uto-Aztecan
8649,NAHUATL_XILOCUAUTLA_HUAUCHINANGO,Americas,20.13,-98.02,NA,ncj,NA,Uto-Aztecan
8650,NAHUATL_XOCHIATIPAN,Americas,21.02,-98.97,NA,,NA,Uto-Aztecan
8651,NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA,Americas,18.67,-99.25,NA,,NA,Uto-Aztecan
8652,NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN,Americas,20.62,-98.57,NA,,NA,Uto-Aztecan
8653,NAHUATL_ZITLALA,Americas,17.62,-99.07,NA,ngu,NA,Uto-Aztecan
8654,PIPIL,Americas,13.83,-89.58,NA,ppl,NA,Uto-Aztecan
8655,POCHUTLA_NAHUATL,Americas,15.75,-96.5,NA,nx0,NA,Uto-Aztecan
8656,TABASCO_NAHUATL_CUPILCO,Americas,18.27,-93.02,NA,nhc,NA,Uto-Aztecan
8657,TETELCINGO_NAHUATL,Americas,19.67,-99,NA,nhg,NA,Uto-Aztecan
8658,EUDEVE,Americas,28.5,-110,NA,opt,NA,Uto-Aztecan
8659,MAYO,Americas,26,-108,NA,mfy,NA,Uto-Aztecan
8660,MAYO_LOS_CAPOMOS,Americas,26,-108,NA,mfy,NA,Uto-Aztecan
8661,OPATA,Americas,31.15,-110.06,NA,opt,NA,Uto-Aztecan
8662,YAQUI,Americas,27.5,-110.25,NA,yaq,NA,Uto-Aztecan
8663,YAQUI_2,Americas,27.5,-110.25,NA,yaq,NA,Uto-Aztecan
8664,CAHUILLA,Americas,33.5,-116.25,NA,chl,NA,Uto-Aztecan
8665,CUPENO,Americas,33.17,-116.5,NA,cup,NA,Uto-Aztecan
8666,GABRIELINO,Americas,34.1,-118.11,NA,ser,NA,Uto-Aztecan
8667,KITANEMUK,Americas,34.89,-118.68,NA,qe8,NA,Uto-Aztecan
8668,LUISENO,Americas,33.33,-117.17,NA,lui,NA,Uto-Aztecan
8669,SERRANO,Americas,33.95,-116.77,NA,ser,NA,Uto-Aztecan
8670,TUBATULABAL,Americas,36,-118.33,NA,tub,NA,Uto-Aztecan
8671,EL_NAYAR_CORA,Americas,22.17,-104.83,NA,crn,NA,Uto-Aztecan
8672,HUICHOL,Americas,22,-104,NA,hch,NA,Uto-Aztecan
8673,HOPI,Americas,36,-110,NA,hop,NA,Uto-Aztecan
8674,COMANCHE,Americas,33.5,-101.5,NA,com,NA,Uto-Aztecan
8675,KAWAIISU,Americas,36,-117.5,NA,xaw,NA,Uto-Aztecan
8676,NORTHERN_PAIUTE,Americas,42,-118,NA,pao,NA,Uto-Aztecan
8677,NORTHERN_PAIUTE_BANNOCK,Americas,41.97,-117.62,NA,pao,NA,Uto-Aztecan
8678,PANAMINT,Americas,37,-117,NA,par,NA,Uto-Aztecan
8679,SHOSHONI,Americas,41,-114,NA,shh,NA,Uto-Aztecan
8680,SOUTHERN_PAIUTE,Americas,37.83,-113.33,NA,ute,NA,Uto-Aztecan
8681,TUMPISA,Americas,37,-117,NA,par,NA,Uto-Aztecan
8682,UTE_1,Americas,39,-109,NA,ute,NA,Uto-Aztecan
8683,UTE_2,Americas,39,-109,NA,ute,NA,Uto-Aztecan
8684,UTE_SOUTHERN_PAIUTE,Americas,37.83,-113.33,NA,ute,NA,Uto-Aztecan
8685,WESTERN_MONO,Americas,38,-119,NA,mnr,NA,Uto-Aztecan
8686,CENTRAL_TARAHUMARA,Americas,27.5,-107.5,NA,tar,NA,Uto-Aztecan
8687,GUARIJIO,Americas,27.75,-108.67,NA,var,NA,Uto-Aztecan
8688,HUARIJIO,Americas,27.75,-108.67,NA,var,NA,Uto-Aztecan
8689,WARIHIO,Americas,27.75,-108.67,NA,var,NA,Uto-Aztecan
8690,LOWER_PIMA,Americas,29,-111,NA,pia,NA,Uto-Aztecan
8691,NORTHERN_TEPEHUAN,Americas,26.33,-107,NA,ntp,NA,Uto-Aztecan
8692,PIMA_BAJO,Americas,29,-111,NA,pia,NA,Uto-Aztecan
8693,PROTO_TEPIMAN,Americas,,,NA,,NA,NA
8694,SOUTHERN_TEPEHUAN,Americas,23,-104,NA,stp,NA,Uto-Aztecan
8695,TEPECANO,Americas,21.75,-104.75,NA,tep,NA,Uto-Aztecan
8696,TOHONO_OODHAM,Americas,32,-112,NA,ood,NA,Uto-Aztecan
8697,UPPER_PIMA,Americas,32,-112,NA,ood,NA,Uto-Aztecan
8698,TUBAR,Americas,27,-108,NA,tbu,NA,Uto-Aztecan
8699,PROTO_UTO_AZTECAN,Americas,,,NA,,NA,NA
8700,CHEMAKUM,Americas,47.91,-123.14,NA,,NA,Chimakuan
8701,PROTO_CHIMAKUAN,Americas,,,NA,,NA,NA
8702,QUILEUTE,Americas,47.92,-124.25,NA,qui,NA,Chimakuan
8703,HAISLA,Americas,54,-128.6,NA,has,NA,Wakashan
8704,HEILTSUK,Americas,51,-127.5,NA,hei,NA,Wakashan
8705,KWAKWALA,Americas,51,-127,NA,kwk,NA,Wakashan
8706,OOWEKYALA,Americas,51.41,-127.15,NA,hei,NA,Wakashan
8707,DITIDAHT,Americas,48.67,-124.75,NA,dtd,NA,Wakashan
8708,MAKAH,Americas,48.33,-124.67,NA,myh,NA,Wakashan
8709,NOOTKA,Americas,49.67,-126.67,NA,nuk,NA,Wakashan
8710,PROTO_WAKASHAN,Americas,48.67,-124.75,NA,,NA,NA
8711,KUTENAI,Americas,49.5,-116,NA,kut,NA,Kutenai
8712,BELLA_COOLA,Americas,52.5,-126.67,NA,blc,NA,Salishan
8713,CLALLAM,Americas,48.08,-123.75,NA,clm,NA,Salishan
8714,COMOX,Americas,50.17,-125,NA,coo,NA,Salishan
8715,COWICHAN,Americas,49.25,-122.5,NA,hur,NA,Salishan
8716,LUSHOOTSEED,Americas,48,-122,NA,lut,NA,Salishan
8717,MUSQUEAM,Americas,49.25,-122.5,NA,hur,NA,Salishan
8718,NOOKSACK,Americas,48.33,-124.66,NA,nok,NA,Salishan
8719,PUGET_SALISH,Americas,47.25,-122.5,NA,slh,NA,Salishan
8720,SAANICH,Americas,48.35,-123.25,NA,str,NA,Salishan
8721,SALISH_STRAITS,Americas,48.75,-123.25,NA,str,NA,Salishan
8722,SAMISH,Americas,48.75,-123.25,NA,str,NA,Salishan
8723,SECHELT,Americas,49.5,-123.8,NA,sec,NA,Salishan
8724,SLIAMMON,Americas,50.17,-125,NA,coo,NA,Salishan
8725,SONGISH,Americas,48.45,-123.33,NA,str,NA,Salishan
8726,SQUAMISH,Americas,49.67,-123.17,NA,squ,NA,Salishan
8727,STOLO,Americas,49.25,-122.5,NA,hur,NA,Salishan
8728,TWANA,Americas,47.67,-122.75,NA,twa,NA,Salishan
8729,COEUR_DALENE,Americas,47.25,-116.5,NA,crd,NA,Salishan
8730,COLUMBIA_WENATCHI,Americas,47.5,-120,NA,col,NA,Salishan
8731,KALISPEL_PEND_DOREILLE,Americas,48,-117,NA,fla,NA,Salishan
8732,LILLOOET,Americas,50.75,-122,NA,lil,NA,Salishan
8733,MONTANA_SALISH,Americas,48,-117,NA,fla,NA,Salishan
8734,OKANAGAN_COLVILLE,Americas,49.5,-118.5,NA,oka,NA,Salishan
8735,SHUSWAP,Americas,52,-120,NA,shs,NA,Salishan
8736,SPOKANE,Americas,47.67,-117.75,NA,spo,NA,Salishan
8737,THOMPSON,Americas,49.75,-121.75,NA,thp,NA,Salishan
8738,PROTO_SALISHAN,Americas,,,NA,,NA,NA
8739,TILLAMOOK,Americas,45.33,-123.75,NA,til,NA,Salishan
8740,CHEHALIS_UPPER,Americas,46.58,-123,NA,cjh,NA,Salishan
8741,COWLITZ,Americas,46.3,-122.25,NA,cow,NA,Salishan
8742,QUINAULT,Americas,47.25,-124.08,NA,qun,NA,Salishan
8743,CAYUSE,Americas,46.11,-117.94,NA,xcy,NA,Cayuse
8744,KATHLAMET,Americas,46.2,-123.38,NA,ka0,NA,Chinookan
8745,LOWER_CHINOOK,Americas,46.25,-123.5,NA,chh,NA,Chinookan
8746,CHALON,Americas,36.37,-121.15,NA,ch0,NA,Miwok-Costanoan
8747,KARKIN,Americas,40.56,-122.17,NA,krb,NA,Miwok-Costanoan
8748,MUTSUN,Americas,36.83,-121.5,NA,css,NA,Miwok-Costanoan
8749,RAFAELENYO,Americas,37,-122,NA,cst,NA,Miwok-Costanoan
8750,RUMSEN,Americas,37,-122,NA,css,NA,Miwok-Costanoan
8751,KLAMATH,Americas,42.5,-121.5,NA,kla,NA,Klamath-Modoc
8752,MAIDU_KONKAU,Americas,39.5,-121.5,NA,mjd,NA,Maiduan
8753,MAIDU_NORTHWEST_NAKUM,Americas,39.5,-121.5,NA,mjd,NA,Maiduan
8754,NE_MAIDU,Americas,40,-120.67,NA,nmu,NA,Maiduan
8755,NISENAN,Americas,39,-121,NA,nsz,NA,Maiduan
8756,PROTO_MAIDUAN,Americas,,,NA,,NA,NA
8757,CENTRAL_SIERRA_MIWOK,Americas,38,-120.33,NA,csm,NA,Miwok-Costanoan
8758,MIWOK_BODEGA,Americas,38.33,-123,NA,csi,NA,Miwok-Costanoan
8759,MIWOK_LAKE,Americas,38.92,-122.67,NA,lmw,NA,Miwok-Costanoan
8760,NORTHERN_SIERRA_MIWOK,Americas,38.33,-120.67,NA,nsq,NA,Miwok-Costanoan
8761,OLAMENTKE,Americas,38.33,-123,NA,csi,NA,Miwok-Costanoan
8762,PLAINS_MIWOK,Americas,38,-121,NA,pmw,NA,Miwok-Costanoan
8763,PROTO_MIWOK,Americas,,,NA,,NA,NA
8764,S_SIERRA_MIWOK,Americas,37.5,-120,NA,skd,NA,Miwok-Costanoan
8765,PROTO_UTIAN,Americas,,,NA,,NA,NA
8766,MOLALA,Americas,44.5,-122.5,NA,mbe,NA,Molala
8767,NEZ_PERCE,Americas,46,-116,NA,nez,NA,Sahaptian
8768,PROTO_SAHAPTIAN,Americas,,,NA,,NA,NA
8769,UMATILLA_SAHAPTIN,Americas,45.67,-118.5,NA,uma,NA,Sahaptian
8770,YAKIMA,Americas,46.17,-120.75,NA,yak,NA,Sahaptian
8771,COAST_TSIMSHIAN,Americas,52.5,-129,NA,tsi,NA,Tsimshian
8772,GITXSAN,Americas,55.33,-127.75,NA,git,NA,Tsimshian
8773,NISGHA,Americas,55,-130,NA,ncg,NA,Tsimshian
8774,PATWIN,Americas,39.21,-122.01,NA,pwi,NA,Wintuan
8775,PROTO_WINTUN,Americas,41,-122.5,NA,,NA,NA
8776,WINTU,Americas,41,-122.5,NA,wnw,NA,Wintuan
8777,PALEWYAMI,Americas,35.56,-119.07,NA,,NA,Yokutsan
8778,PROTO_YOKUTS,Americas,,,NA,,NA,NA
8779,TULAMNI,Americas,35.22,-119.24,NA,,NA,Yokutsan
8780,WIKCHAMNI,Americas,36.05,-118.77,NA,,NA,Yokutsan
8781,YAWDANCHI,Americas,36.05,-118.77,NA,,NA,Yokutsan
8782,YOKUTS_TINLINNEH,Americas,36.08,-119.08,NA,yok,NA,Yokutsan
8783,YOKUTS_UNKNOWN,Americas,36.08,-119.08,NA,yok,NA,Yokutsan
8784,ALSEA,Americas,44.67,-123.92,NA,aes,NA,Alsea
8785,HANIS_COOS,Americas,43.5,-124.17,NA,csz,NA,Coosan
8786,SIUSLAW,Americas,44,-124,NA,sis,NA,Siuslaw
8787,TAKELMA,Americas,42.5,-123,NA,tkm,NA,Takelma
8788,KALAPUYA,Americas,44.5,-123,NA,kyl,NA,Kalapuyan
8789,PROTO_KALAPUYA,Americas,,,NA,,NA,NA
8790,CHIMARIKO,Americas,41,-123,NA,cid,NA,Chimariko
8791,ACHUMAWI,Americas,41.5,-121,NA,acv,NA,Palaihnihan
8792,ATSUGEWI,Americas,40.75,-121,NA,atw,NA,Palaihnihan
8793,KASHAYA,Americas,38.67,-123.33,NA,kju,NA,Pomoan
8794,POMO_CENTRAL,Americas,39,-123.33,NA,poo,NA,Pomoan
8795,POMO_EASTERN,Americas,39,-123.67,NA,peb,NA,Pomoan
8796,POMO_NORTHEASTERN,Americas,39.33,-122.5,NA,pef,NA,Pomoan
8797,POMO_NORTHERN,Americas,39.33,-123.5,NA,pej,NA,Pomoan
8798,SOUTHEASTERN_POMO,Americas,39,-122.5,NA,pom,NA,Pomoan
8799,SOUTHERN_POMO,Americas,39,-122.5,NA,peq,NA,Pomoan
8800,SERI,Americas,29,-112,NA,sei,NA,Seri
8801,SHASTA,Americas,41.83,-122.67,NA,sht,NA,Shastan
8802,YANA,Americas,40.5,-122,NA,ynn,NA,Yana
8803,COCHIMI,Americas,28.08,-113.07,NA,coj,NA,Cochimi-Yuman
8804,COCOPA,Americas,32.33,-115,NA,coc,NA,Cochimi-Yuman
8805,DIEGUENO,Americas,32.67,-116.17,NA,dih,NA,Cochimi-Yuman
8806,HAVASUPAI,Americas,35.75,-112.5,NA,yuf,NA,Cochimi-Yuman
8807,KILIWA,Americas,31.33,-115.67,NA,klb,NA,Cochimi-Yuman
8808,MARICOPA,Americas,33.17,-113.17,NA,mrc,NA,Cochimi-Yuman
8809,MOHAVE,Americas,34.67,-114.58,NA,mov,NA,Cochimi-Yuman
8810,MOJAVE,Americas,34.67,-114.58,NA,mov,NA,Cochimi-Yuman
8811,PAIPAI,Americas,29.72,-115.12,NA,ppi,NA,Cochimi-Yuman
8812,PROTO_YUMAN,Americas,,,NA,,NA,NA
8813,TIPAI,Americas,32.17,-116.5,NA,dih,NA,Cochimi-Yuman
8814,WALAPAI,Americas,35.5,-113.75,NA,yuf,NA,Cochimi-Yuman
8815,YAVAPAI,Americas,34,-113.33,NA,yuf,NA,Cochimi-Yuman
8816,YUMA,Americas,32.83,-114.33,NA,yum,NA,Cochimi-Yuman
8817,KARANKAWA,Americas,28,-97,NA,zkk,NA,Karankawa
8818,KAROK,Americas,41.67,-123,NA,kyh,NA,Karuk
8819,WASHO,Americas,39.25,-120,NA,was,NA,Washo
8820,WASHO_2,Americas,39.25,-120,NA,was,NA,Washo
8821,WAPPO,Americas,38.5,-122.5,NA,wao,NA,Yuki-Wappo
8822,YUKI,Americas,39.67,-123.5,NA,yuk,NA,Yuki-Wappo
8823,SALINAN,Americas,36,-121,NA,sln,NA,Salinan
8824,ESSELEN,Americas,36.25,-121.75,NA,esq,NA,Esselen
8825,CHUMASH_BARBARENO,Americas,34.5,-120.25,NA,boi,NA,Chumashan
8826,CRUZENYO,Americas,34.02,-119.72,NA,crz,NA,Chumashan
8827,INESENYO,Americas,34.67,-120.25,NA,inz,NA,Chumashan
8828,OBISPENYO,Americas,35.16,-120.4,NA,obi,NA,Chumashan
8829,PROTO_CHUMASHAN,Americas,,,NA,,NA,NA
8830,VENTURENYO,Americas,34.16,-119.17,NA,veo,NA,Chumashan
8831,SAN_PEDRO_AMUZGOS_AMUZGO,Americas,16.67,-98.03,NA,azg,NA,Otomanguean
8832,XOCHISTLAHUACA_AMUZGO,Americas,16.83,-98,NA,amu,NA,Otomanguean
8833,CHIAPANEC,Americas,17.07,-92.73,NA,cip,NA,Otomanguean
8834,CHIAPANEC_2,Americas,17.07,-92.73,NA,cip,NA,Otomanguean
8835,CHOROTEGA,Americas,11.07,-85.63,NA,mom,NA,Otomanguean
8836,MANGUE,Americas,13.53,-85.17,NA,mom,NA,Otomanguean
8837,CHICHIMECO,Americas,21.67,-100.5,NA,pei,NA,Otomanguean
8838,JONAZ_DE_1776,Americas,21.67,-100.5,NA,pei,NA,Otomanguean
8839,CHINANTEC_COMALTEPEC,Americas,17.58,-96.42,NA,cco,NA,Otomanguean
8840,CHINANTEC_OJITLAN,Americas,18.07,-96.38,NA,chj,NA,Otomanguean
8841,CHINANTEC_PALANTLA,Americas,18.83,-96.74,NA,cpa,NA,Otomanguean
8842,CHINANTEC_QUIOTEPEC,Americas,17.58,-96.67,NA,chq,NA,Otomanguean
8843,CHINANTEC_SAN_FELIPE_USILA,Americas,17.92,-96.5,NA,cuc,NA,Otomanguean
8844,CHINANTEC_SOCHIAPAN,Americas,17.75,-96.67,NA,cso,NA,Otomanguean
8845,CHINANTEC_TEPETOTUTLA,Americas,17.83,-96.5,NA,cnt,NA,Otomanguean
8846,LEALAO_CHINANTEC,Americas,17.33,-95.92,NA,cle,NA,Otomanguean
8847,MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN,Americas,19.03,-100.05,NA,mat,NA,Otomanguean
8848,MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN_2,Americas,19.03,-100.05,NA,mat,NA,Otomanguean
8849,OCUILTECO,Americas,18.92,-99.67,NA,ocu,NA,Otomanguean
8850,ATATLAHUCA_MIXTEC,Americas,17,-97.75,NA,mib,NA,Otomanguean
8851,CHALCATONGO_MIXTEC,Americas,17.05,-97.57,NA,mig,NA,Otomanguean
8852,CUICATEC,Americas,17.83,-96.83,NA,cux,NA,Otomanguean
8853,JICALTEPEC_MIXTEC,Americas,16.33,-98,NA,mio,NA,Otomanguean
8854,MIXTEC_ALCOZAUCA,Americas,17.33,-98.42,NA,xta,NA,Otomanguean
8855,MIXTEC_CHAYUCO,Americas,16.42,-97.83,NA,mih,NA,Otomanguean
8856,MIXTEC_NORTHERN_TLAXIACO,Americas,17.35,-97.68,NA,xtn,NA,Otomanguean
8857,MIXTEC_PENYOLES,Americas,17.08,-96.92,NA,mil,NA,Otomanguean
8858,MIXTECO_DE_SAN_JUAN_COLORADO,Americas,16.5,-98,NA,mjc,NA,Otomanguean
8859,MIXTECO_DE_YOSONDUA,Americas,16.92,-97.58,NA,mpm,NA,Otomanguean
8860,OCOTEPEC_MIXTEC,Americas,17.17,-97.75,NA,mie,NA,Otomanguean
8861,SAN_ANDRES_TEOTILALPAM_CUICATEC,Americas,17.83,-96.83,NA,cut,NA,Otomanguean
8862,SAN_MARTIN_PERAS_MIXTEC,Americas,17.33,-98.25,NA,jmx,NA,Otomanguean
8863,SILACAYOAPAN_MIXTEC,Americas,17.5,-98.17,NA,mks,NA,Otomanguean
8864,TRIQUI_CHICAHUAXTLA,Americas,17.17,-97.83,NA,trs,NA,Otomanguean
8865,TRIQUI_COPALA,Americas,17.17,-97.92,NA,trc,NA,Otomanguean
8866,TRIQUI_SAN_MARTIN_ITUNYOSO,Americas,17.07,-97.9,NA,trq,NA,Otomanguean
8867,YOSONDUA_MIXTEC,Americas,16.92,-97.58,NA,mpm,NA,Otomanguean
8868,PROTO_OTO_MANGUEAN,Americas,,,NA,,NA,NA
8869,MAZAHUA,Americas,19.35,-99.9,NA,maz,NA,Otomanguean
8870,MAZAHUA_CENTRAL,Americas,19.42,-99.92,NA,maz,NA,Otomanguean
8871,OTOMI_ACAMBAY,Americas,20.08,-100.08,NA,otq,NA,Otomanguean
8872,OTOMI_DE_1776,Americas,21.33,-99.67,NA,ote,NA,Otomanguean
8873,OTOMI_DE_EL_BAILE,Americas,21.05,-99.3,NA,otm,NA,Otomanguean
8874,OTOMI_DE_IXTENCO,Americas,19.08,-97.92,NA,otz,NA,Otomanguean
8875,OTOMI_DE_SAN_ANDRES_CUEXCONTITLAN,Americas,19.58,-99.67,NA,ots,NA,Otomanguean
