,ID,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent,Family
8876,OTOMI_MEZQUITAL,Americas,20.17,-99.17,NA,ote,NA,Otomanguean
8877,OTOMI_QUERETARO,Americas,20.08,-100.08,NA,otq,NA,Otomanguean
8878,OTOMI_TEMOAYA,Americas,19.42,-99.5,NA,ott,NA,Otomanguean
8879,OTOMI_TOLUCA,Americas,19.58,-99.67,NA,ots,NA,Otomanguean
8880,SANTA_ANA_HUEYTLALPAN_OTOMI,Americas,20.33,-98.33,NA,otn,NA,Otomanguean
8881,TEMASCALCINGO_MAZAHUA,Americas,19.92,-100,NA,maz,NA,Otomanguean
8882,TEXCATEPEC_OTOMI,Americas,20.58,-98.42,NA,otx,NA,Otomanguean
8883,TILAPA_OTOMI,Americas,19.17,-99.42,NA,otl,NA,Otomanguean
8884,CENTRAL_PAME,Americas,21.47,-99.44,NA,pbs,NA,Otomanguean
8885,JILIAPAN_PAME,Americas,20.97,-99.33,NA,pmz,NA,Otomanguean
8886,JILIAPAN_PAME_2,Americas,20.97,-99.33,NA,pmz,NA,Otomanguean
8887,NORTHERN_PAME,Americas,21.92,-99.4,NA,pmq,NA,Otomanguean
8888,NORTHERN_PAME_2,Americas,21.92,-99.4,NA,pmq,NA,Otomanguean
8889,PAME_DE_JILIAPAN_1767,Americas,20.97,-99.33,NA,pmz,NA,Otomanguean
8890,PAME_DE_JILIAPAN_1958,Americas,20.97,-99.33,NA,pmz,NA,Otomanguean
8891,PAME_DE_PALUCA_1958,Americas,21.05,-99.3,NA,pmz,NA,Otomanguean
8892,PAME_MERIDIONAL,Americas,20.97,-99.33,NA,pmz,NA,Otomanguean
8893,TAMASOPO_PAME,Americas,21.92,-99.4,NA,pmq,NA,Otomanguean
8894,CHOCHO_OCOTLAN,Americas,17.67,-97.42,NA,coz,NA,Otomanguean
8895,CHOCHOTEC,Americas,17.67,-97.42,NA,coz,NA,Otomanguean
8896,HUAUTLA_DE_JIMENEZ,Americas,18.25,-96.83,NA,mau,NA,Otomanguean
8897,IXCATEC,Americas,17.83,-97.17,NA,ixc,NA,Otomanguean
8898,JALAPA_DE_DIAZ,Americas,18.08,-96.5,NA,maj,NA,Otomanguean
8899,MAZATEC_CHIQUIHUITLAN,Americas,17.75,-96.92,NA,maq,NA,Otomanguean
8900,MAZATLAN_DE_FLORES,Americas,18,-96.92,NA,vmz,NA,Otomanguean
8901,POPOLOCA_DE_SAN_VICENTE_COYOTEPEC,Americas,18.25,-97.83,NA,pbf,NA,Otomanguean
8902,POPOLOCA_METZONTLA,Americas,18.17,-97.5,NA,pbe,NA,Otomanguean
8903,POPOLOCA_SAN_JUAN_ATZINGO,Americas,18.17,-96.42,NA,poe,NA,Otomanguean
8904,PROTO_MAZATEC,Americas,17.7,-96.87,NA,,NA,NA
8905,SAN_BARTOLOME_AYAUTLA,Americas,18.02,-96.73,NA,vmy,NA,Otomanguean
8906,SAN_JERONIMO_TECOATL,Americas,18.17,-96.92,NA,maa,NA,Otomanguean
8907,SAN_JUAN_CHIQUIHUITLAN,Americas,17.75,-96.92,NA,maq,NA,Otomanguean
8908,SAN_LORENZO_CUAUNECUILTITLA,Americas,18,-96.92,NA,vmz,NA,Otomanguean
8909,SAN_LUIS_TEMALACAYUCA_POPOLOCA,Americas,18.63,-97.47,NA,pps,NA,Otomanguean
8910,SAN_MIGUEL_SOYOLTEPEC,Americas,18.25,-96.33,NA,vmp,NA,Otomanguean
8911,SAN_PEDRO_IXCATLAN,Americas,18.17,-96.58,NA,mzi,NA,Otomanguean
8912,PROTO_POPOTECAN,Americas,,,NA,,NA,NA
8913,AZOYU_TLAPANEC,Americas,17.08,-99,NA,tpc,NA,Otomanguean
8914,MEPHAA_ACATEPEC,Americas,17.08,-99,NA,tpx,NA,Otomanguean
8915,SUBTIABA,Americas,12.44,-86.88,NA,sut,NA,Otomanguean
8916,TEOCUITLAPA_MEPHAA,Americas,17.35,-98.93,NA,tpx,NA,Otomanguean
8917,TLACOAPA_MEPHAA,Americas,17.57,-99.48,NA,tpl,NA,Otomanguean
8918,TLAPANEC_MALINALTEPEC,Americas,17.27,-98.52,NA,tcf,NA,Otomanguean
8919,ALOAPAM_ZAPOTEC,Americas,17.42,-96.68,NA,zaq,NA,Otomanguean
8920,AMATLAN_ZAPOTEC,Americas,16.18,-96.58,NA,zpo,NA,Otomanguean
8921,AYOQUESCO_ZAPOTEC,Americas,16.67,-96.83,NA,zaf,NA,Otomanguean
8922,CAJONOS_ZAPOTEC,Americas,17.15,-96.23,NA,zad,NA,Otomanguean
8923,CHATINO_TATALTEPEC,Americas,16.31,-97.54,NA,cta,NA,Otomanguean
8924,CHATINO_WESTERN_HIGHLAND,Americas,16.25,-97.38,NA,ctp,NA,Otomanguean
8925,CHOAPAN_ZAPOTEC,Americas,17.58,-95.75,NA,zpc,NA,Otomanguean
8926,COATLAN_LOXICHA_ZAPOTEC,Americas,16.07,-96.78,NA,zpx,NA,Otomanguean
8927,ISTHMUS_ZAPOTEC,Americas,16.42,-95,NA,zai,NA,Otomanguean
8928,LACHIXIO_ZAPOTEC,Americas,16.52,-97,NA,zpl,NA,Otomanguean
8929,OCOTLAN_ZAPOTEC,Americas,17.7,-97.32,NA,zac,NA,Otomanguean
8930,PROTO_CHATINO,Americas,17.07,-96.72,NA,,NA,NA
8931,PROTO_ZAPOTECAN,Americas,,,NA,,NA,NA
8932,QUIOQUITANI_QUIERI_ZAPOTEC,Americas,16.35,-96.17,NA,ztq,NA,Otomanguean
8933,SAN_PEDRO_QUIATONI_ZAPOTEC,Americas,17.8,-98.23,NA,zpf,NA,Otomanguean
8934,SANTA_INES_YATZECHI_ZAPOTEC,Americas,16.83,-96.67,NA,zpn,NA,Otomanguean
8935,SANTA_MARIA_QUIEGOLANI_ZAPOTEC,Americas,16.17,-96.08,NA,zpi,NA,Otomanguean
8936,SOLTEC,Americas,16.54,-96.96,NA,so0,NA,Otomanguean
8937,TEXMELUCAN_ZAPOTEC,Americas,16.5,-97.17,NA,zpz,NA,Otomanguean
8938,TILQUIAPAN_ZAPOTEC,Americas,16.78,-96.58,NA,zts,NA,Otomanguean
8939,XANAGUIA_ZAPOTEC,Americas,16.1,-96.28,NA,ztg,NA,Otomanguean
8940,YARENI_ZAPOTEC,Americas,17.38,-96.62,NA,zae,NA,Otomanguean
8941,ZACATEPEC_CHATINO,Americas,16.17,-97.33,NA,ctz,NA,Otomanguean
8942,ZAPOTEC_1578,Americas,17.05,-96.72,NA,,NA,Otomanguean
8943,ZAPOTEC_LOXICHA,Americas,16,-96.6,NA,ztp,NA,Otomanguean
8944,ZAPOTEC_MITLA,Americas,16.8,-96.25,NA,zaw,NA,Otomanguean
8945,ZAPOTEC_MIXTEPEC,Americas,16.33,-96.33,NA,zpm,NA,Otomanguean
8946,ZAPOTEC_SAN_LUCAS_QUIAVINI,Americas,16.9,-96.47,NA,zab,NA,Otomanguean
8947,ZAPOTEC_SIERRA_DE_JUAREZ,Americas,17.5,-96.58,NA,zaa,NA,Otomanguean
8948,ZAPOTEC_SOUTHERN_RINCON,Americas,17.3,-96.38,NA,zsr,NA,Otomanguean
8949,ZAPOTEC_YALALAG,Americas,17.17,-96.17,NA,zpu,NA,Otomanguean
8950,ZAPOTEC_YATZACHI,Americas,17.21,-96.21,NA,zav,NA,Otomanguean
8951,ZAPOTEC_ZOOGOCHO,Americas,17.25,-96.25,NA,zpq,NA,Otomanguean
8952,PUREPECHA,Americas,19.5,-101.67,NA,tsz,NA,Tarascan
8953,PURHEPECHA,Americas,19.5,-101.67,NA,tsz,NA,Tarascan
8954,PURHEPECHA_2,Americas,19.5,-101.67,NA,tsz,NA,Tarascan
8955,TARASCAN,Americas,19.5,-101.67,NA,tsz,NA,Tarascan
8956,PROTO_TOTO_ZOQUEAN,Americas,,,NA,,NA,NA
8957,PAPANTLA_TOTONAC,Americas,20.33,-97.33,NA,top,NA,Totonacan
8958,PROTO_TOTONACAN,Americas,,,NA,,NA,NA
8959,TEPEHUA_HUEHUETLA,Americas,20.83,-98.17,NA,tee,NA,Totonacan
8960,TEPEHUA_PISA_FLORES,Americas,20.58,-98,NA,tpp,NA,Totonacan
8961,TEPEHUA_TLACHICHILCO,Americas,20.63,-98.2,NA,tpt,NA,Totonacan
8962,TOTONAC_COATEPEC,Americas,19.5,-97,NA,,NA,Totonacan
8963,TOTONAC_COYUTLA,Americas,19.92,-97.42,NA,tos,NA,Totonacan
8964,TOTONAC_FILOMENA_MATA,Americas,20.18,-97.7,NA,tlp,NA,Totonacan
8965,TOTONAC_HIGHLAND,Americas,19.92,-97.42,NA,tos,NA,Totonacan
8966,TOTONAC_MISANTLA,Americas,19.92,-96.92,NA,tlc,NA,Totonacan
8967,TOTONAC_OLINTLA,Americas,20.01,-97.68,NA,,NA,Totonacan
8968,TOTONAC_OZELONACAXTLA,Americas,20.07,-97.62,NA,,NA,Totonacan
8969,TOTONAC_TEJERIA,Americas,20.52,-97.88,NA,,NA,Totonacan
8970,TOTONAC_UPPER_NEXACA,Americas,20.23,-97.82,NA,tku,NA,Totonacan
8971,XICOTEPEC_TOTONAC,Americas,20.42,-97.83,NA,too,NA,Totonacan
8972,CUITLATEC,Americas,17.5,-101,NA,qpb,NA,Cuitlatec
8973,HIGHLAND_TEQUISTLATEC,Americas,16.25,-95.75,NA,chd,NA,Tequistlatecan
8974,OAXACA_CHONTAL,Americas,16,-95.75,NA,clo,NA,Tequistlatecan
8975,ATITLAN_MIXE,Americas,17.5,-96,NA,neq,NA,Mixe-Zoque
8976,AYAPANECO,Americas,18.17,-93.08,NA,zoq,NA,Mixe-Zoque
8977,AYUTLA_MIXE,Americas,17.02,-96.07,NA,mxp,NA,Mixe-Zoque
8978,CACALOTEPEC_MIXE,Americas,17,-95.83,NA,mxq,NA,Mixe-Zoque
8979,CAMOTLAN_MIXE,Americas,16.92,-95.67,NA,mco,NA,Mixe-Zoque
8980,CHIAPAS_ZOQUE,Americas,17,-93.25,NA,zoc,NA,Mixe-Zoque
8981,COTZOCON_MIXE,Americas,17.5,-96,NA,neq,NA,Mixe-Zoque
8982,GUICHICOVI_MIXE,Americas,17.08,-95.17,NA,mir,NA,Mixe-Zoque
8983,JALTEPEC_MIXE,Americas,17.5,-96,NA,neq,NA,Mixe-Zoque
8984,JUQUILA_MIXE,Americas,17,-95.83,NA,mxq,NA,Mixe-Zoque
8985,LOWLAND_MIXE,Americas,16.92,-95.67,NA,mco,NA,Mixe-Zoque
8986,MARIA_CHIMALAPA,Americas,16.9,-94.68,NA,zoh,NA,Mixe-Zoque
8987,MATAMOROS_MIXE,Americas,17.5,-96,NA,neq,NA,Mixe-Zoque
8988,MIGUEL_CHIMALAPA,Americas,16.71,-94.75,NA,zoh,NA,Mixe-Zoque
8989,MIXISTLAN_MIXE,Americas,17.08,-96.17,NA,mxp,NA,Mixe-Zoque
8990,NORTH_HIGHLAND_MIXE,Americas,17.25,-96,NA,mto,NA,Mixe-Zoque
8991,OLUTA_POPOLUCA,Americas,17.95,-95,NA,plo,NA,Mixe-Zoque
8992,PROTO_MIXE_ZOQUE,Americas,16.5,-94.17,NA,,NA,NA
8993,PUXMECATAN_MIXE,Americas,17.5,-96,NA,neq,NA,Mixe-Zoque
8994,SAYULA_POPOLUCA,Americas,17.83,-95,NA,pos,NA,Mixe-Zoque
8995,SOTEAPAN_ZOQUE,Americas,18.33,-95.17,NA,poi,NA,Mixe-Zoque
8996,SOUTH_HIGHLAND_MIXE,Americas,17.08,-96.17,NA,mxp,NA,Mixe-Zoque
8997,TAPACHULTEC,Americas,14.9,-92.28,NA,qcs,NA,Mixe-Zoque
8998,TEPANTLALI_MIXE,Americas,17.08,-96.17,NA,mxp,NA,Mixe-Zoque
8999,TEPUXTEPEC_MIXE,Americas,17.08,-96.17,NA,mxp,NA,Mixe-Zoque
9000,TEXISTEPEC_ZOQUE,Americas,17.9,-94.82,NA,poq,NA,Mixe-Zoque
9001,ULTERIOR_MIXE_C,Americas,17.22,-96.03,NA,,NA,Mixe-Zoque
9002,ZOQUE_FRANCISCO_LEON,Americas,17.33,-93.25,NA,zos,NA,Mixe-Zoque
9003,ZOQUE_RAYON,Americas,17.08,-93,NA,zor,NA,Mixe-Zoque
9004,HUAVE,Americas,16.22,-95,NA,huv,NA,Huavean
9005,HUAVE_2,Americas,16.22,-95,NA,huv,NA,Huavean
9006,PROTO_HUAVEAN,Americas,,,NA,,NA,NA
9007,SAN_FRANCISCO_DEL_MAR_HUAVE,Americas,16.25,-94.5,NA,hue,NA,Huavean
9008,ACATECO_SAN_MIGUEL_ACATAN,Americas,15.33,-91.67,NA,knj,NA,Mayan
9009,AGUACATEC,Americas,15.42,-91.33,NA,agu,NA,Mayan
9010,AGUACATECO_AGUACATAN,Americas,15.42,-91.33,NA,agu,NA,Mayan
9011,CENTRAL_QUICHE,Americas,15,-91.42,NA,quc,NA,Mayan
9012,CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA,Americas,15.03,-91.33,NA,quc,NA,Mayan
9013,CHICOMUCELTEC,Americas,15.5,-92.25,NA,cob,NA,Mayan
9014,CHOL_TILA,Americas,17.4,-92.48,NA,ctu,NA,Mayan
9015,CHOL_TUMBALA,Americas,17.75,-92.5,NA,ctu,NA,Mayan
9016,CHOLTI,Americas,15.5,-89,NA,qjt,NA,Mayan
9017,CHONTAL_TABASCO,Americas,18.17,-92.58,NA,chf,NA,Mayan
9018,CHORTI,Americas,14.83,-89.25,NA,caa,NA,Mayan
9019,CHORTI_JOCOTAN,Americas,14.81,-89.38,NA,caa,NA,Mayan
9020,CHUJ,Americas,15.92,-91.58,NA,cac,NA,Mayan
9021,CHUJ_SAN_MATEO_IXTATAN,Americas,15.83,-91.48,NA,cac,NA,Mayan
9022,EASTERN_KEKCHI_CAHABON,Americas,15.56,-89.82,NA,kek,NA,Mayan
9023,EASTERN_QUICHE_RABINAL,Americas,15.08,-90.33,NA,acr,NA,Mayan
9024,HUASTEC,Americas,22.08,-99.33,NA,hus,NA,Mayan
9025,HUASTEC_VERACRUZ,Americas,21.33,-98.25,NA,hus,NA,Mayan
9026,ITZAJ,Americas,17,-89.83,NA,itz,NA,Mayan
9027,IXIL_CHAJUL,Americas,15.5,-91,NA,ixl,NA,Mayan
9028,JACALTEC,Americas,15.67,-91.67,NA,jac,NA,Mayan
9029,JACALTECO_WESTERN,Americas,15.83,-91.83,NA,jac,NA,Mayan
9030,JAKALTEKO_EASTERN,Americas,15.67,-91.67,NA,jac,NA,Mayan
9031,KEKCHI,Americas,16,-89.83,NA,kek,NA,Mayan
9032,KICHE,Americas,15,-91.42,NA,quc,NA,Mayan
9033,KICHEE_ALDEA_ARGUETA_SOLOLA,Americas,14.78,-91.5,NA,quc,NA,Mayan
9034,KICHEE_CANTEL,Americas,14.78,-91.5,NA,quc,NA,Mayan
9035,KICHEE_CHICHICASTENANGO,Americas,15,-91.08,NA,quc,NA,Mayan
9036,KICHEE_CUBULCO,Americas,15.17,-90.5,NA,quc,NA,Mayan
9037,KICHEE_CUNEN_1,Americas,15.83,-91,NA,quc,NA,Mayan
9038,KICHEE_CUNEN_2,Americas,15.83,-91,NA,quc,NA,Mayan
9039,KICHEE_JOYABAJ_1,Americas,15,-90.87,NA,quc,NA,Mayan
9040,KICHEE_JOYABAJ_2,Americas,15,-90.87,NA,quc,NA,Mayan
9041,KICHEE_MOMOSTENANGO,Americas,14.78,-91.5,NA,quc,NA,Mayan
9042,KICHEE_NAHUALA_1,Americas,14.78,-91.5,NA,quc,NA,Mayan
9043,KICHEE_NAHUALA_2,Americas,14.78,-91.5,NA,quc,NA,Mayan
9044,KICHEE_RABINAL,Americas,15.08,-90.33,NA,acr,NA,Mayan
9045,KICHEE_SAMAYAC_1,Americas,14.78,-91.5,NA,quc,NA,Mayan
9046,KICHEE_SAMAYAC_2,Americas,14.78,-91.5,NA,quc,NA,Mayan
9047,KICHEE_SAN_ANTONIO_ILOTENANGO,Americas,15,-91.42,NA,quc,NA,Mayan
9048,KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ,Americas,14.78,-91.5,NA,quc,NA,Mayan
9049,KICHEE_SAN_MIGUEL_CHICAJ,Americas,15,-91.08,NA,quc,NA,Mayan
9050,KICHEE_SANTA_CLARA_LA_LAGUNA,Americas,14.78,-91.5,NA,quc,NA,Mayan
9051,KICHEE_SANTA_CRUZ_DE_EL_QUICHE,Americas,15,-91.42,NA,quc,NA,Mayan
9052,KICHEE_SANTA_LUCIA_UTATLAN,Americas,14.78,-91.5,NA,quc,NA,Mayan
9053,KICHEE_SANTA_MARIA_CHIQUIMULA_1,Americas,15,-91.42,NA,quc,NA,Mayan
9054,KICHEE_SANTA_MARIA_CHIQUIMULA_2,Americas,15,-91.42,NA,quc,NA,Mayan
9055,KICHEE_TOTONICAPAN_1,Americas,15,-91.42,NA,quc,NA,Mayan
9056,KICHEE_TOTONICAPAN_2,Americas,15,-91.42,NA,quc,NA,Mayan
9057,KICHEE_ZACUALPA,Americas,15,-91.08,NA,quc,NA,Mayan
9058,KICHEE_ZUNIL,Americas,14.78,-91.5,NA,quc,NA,Mayan
9059,LACANDON,Americas,17,-91.5,NA,lac,NA,Mayan
9060,MAM_CABRICAN,Americas,15.42,-91.83,NA,mam,NA,Mayan
9061,MAM_CAJOLA,Americas,15.42,-91.83,NA,mam,NA,Mayan
9062,MAM_CONSEPCION_CHIQUIRICHAPA,Americas,15.42,-91.83,NA,mam,NA,Mayan
9063,MAM_NORTHERN,Americas,15,-91.83,NA,mam,NA,Mayan
9064,MAM_SAN_GASPAR_IXCHIL,Americas,15.42,-91.83,NA,mam,NA,Mayan
9065,MAM_SAN_ILDEFONSO_IXTAHUACAN,Americas,15,-91.83,NA,mam,NA,Mayan
9066,MAM_SAN_JUAN_ATITLAN,Americas,15.42,-91.83,NA,mam,NA,Mayan
9067,MAM_SAN_JUAN_OSTUNCALCO,Americas,15.42,-91.83,NA,mam,NA,Mayan
9068,MAM_SAN_MARTIN_SACATEPEQUEZ,Americas,15.42,-91.83,NA,mam,NA,Mayan
9069,MAM_SAN_MIGUEL_SIGUILA,Americas,15.42,-91.83,NA,mam,NA,Mayan
9070,MAM_SAN_PEDRO_NECTA,Americas,15.42,-91.83,NA,mam,NA,Mayan
9071,MAM_SAN_RAFAEL_PETZAL,Americas,15,-91.83,NA,mam,NA,Mayan
9072,MAM_SAN_SEBASTIAN_H,Americas,15,-91.83,NA,mam,NA,Mayan
9073,MAM_SANTA_BARBARA,Americas,15.42,-91.83,NA,mam,NA,Mayan
9074,MAM_SANTIAGO_CHIMALTENANGO,Americas,15.42,-91.83,NA,mam,NA,Mayan
9075,MAM_TACANA_1,Americas,15.3,-92.13,NA,mam,NA,Mayan
9076,MAM_TACANA_2,Americas,15.3,-92.13,NA,mam,NA,Mayan
9077,MAM_TACANA_3,Americas,15.3,-92.13,NA,mam,NA,Mayan
9078,MAM_TECTITAN,Americas,15.42,-92.08,NA,ttc,NA,Mayan
9079,MAM_TODOS_SANTOS_CUCHUMATAN_1,Americas,15.5,-91.5,NA,mam,NA,Mayan
9080,MAM_TODOS_SANTOS_CUCHUMATAN_2,Americas,15.5,-91.5,NA,mam,NA,Mayan
9081,MAM_TODOS_SANTOS_CUCHUMATAN_3,Americas,15.5,-91.5,NA,mam,NA,Mayan
9082,MAYA_YUCATAN,Americas,20,-89,NA,yua,NA,Mayan
9083,MAYA_YUCATECA,Americas,20,-89,NA,yua,NA,Mayan
9084,MOCHO,Americas,15.37,-92.23,NA,mhc,NA,Mayan
9085,MOPAN,Americas,16.58,-88.67,NA,mop,NA,Mayan
9086,MOPAN_SAN_LUIS_PETEN,Americas,16.19,-89.44,NA,mop,NA,Mayan
9087,NORTHERN_CAKCHIQUEL_SAN_MARTIN_JILOTEPEQUE,Americas,14.79,-90.79,NA,cak,NA,Mayan
9088,NORTHERN_CAKCHIQUEL_TECPAN,Americas,14.76,-90.99,NA,cak,NA,Mayan
9089,NORTHERN_MAM_SAN_ILDEFONSO_IXTAHUACAN,Americas,15.42,-91.83,NA,mam,NA,Mayan
9090,POCOMAM_EASTERN,Americas,14.67,-90.5,NA,poc,NA,Mayan
9091,POCOMAM_SAN_LUIS_JILOTEPEQUE,Americas,14.65,-89.73,NA,poc,NA,Mayan
9092,POQOMCHI_WESTERN,Americas,15.42,-90.5,NA,poh,NA,Mayan
9093,PROTO_CHOLAN,Americas,15.55,-89.05,NA,,NA,NA
9094,PROTO_GREATER_QANJOBALAN,Americas,15.38,-91.72,NA,,NA,NA
9095,PROTO_GREATER_QUICHEAN,Americas,14.84,-90.84,NA,,NA,NA
9096,PROTO_GREATER_TZELTALAN,Americas,15.58,-89.08,NA,,NA,NA
9097,PROTO_HUASTECAN,Americas,15.55,-92.3,NA,,NA,NA
9098,PROTO_MAMEAN,Americas,15.55,-91.05,NA,,NA,NA
9099,PROTO_MAYA,Americas,,,NA,,NA,NA
9100,PROTO_MAYAN,Americas,17,-89.83,NA,,NA,NA
9101,PROTO_TZELTALAN,Americas,16.66,-93.65,NA,,NA,NA
9102,PROTO_YUCATECAN_MAYAN,Americas,20.05,-89.05,NA,,NA,NA
9103,QANJOBAL_SANTA_EULALIA,Americas,15.83,-91.83,NA,kjb,NA,Mayan
9104,QUICHE,Americas,15,-91.42,NA,quc,NA,Mayan
9105,SACAPULTECO_SACAPULAS_CENTRO,Americas,15.27,-91.08,NA,quv,NA,Mayan
9106,SIPAKAPENSE,Americas,15.2,-91.56,NA,qum,NA,Mayan
9107,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,Americas,14.62,-90.84,NA,cak,NA,Mayan
9108,SOUTHERN_MAM_SAN_JUAN_OSTUNCALCO,Americas,15.42,-91.83,NA,mam,NA,Mayan
9109,TECO_TECTITAN,Americas,15.42,-92.08,NA,ttc,NA,Mayan
9110,TOJOLABAL,Americas,16.33,-91.5,NA,toj,NA,Mayan
9111,TZELTAL_BACHAJON,Americas,16.92,-92,NA,tzh,NA,Mayan
9112,TZELTAL_OXCHUC,Americas,16.85,-92.42,NA,tzh,NA,Mayan
9113,TZOTZIL_HUIXTAN,Americas,16.35,-92.5,NA,tzo,NA,Mayan
9114,TZOTZIL_SAN_ANDRES,Americas,16.35,-92.5,NA,tzo,NA,Mayan
9115,TZOTZIL_VENUSTIANO_CARRANZA,Americas,16.35,-92.5,NA,tzo,NA,Mayan
9116,TZOTZIL_ZINACANTAN_1600,Americas,16.75,-92.7,NA,,NA,Mayan
9117,TZUTUJIL_SAN_JUAN_LA_LAGUNA,Americas,14.7,-91.28,NA,tzj,NA,Mayan
9118,TZUTUJIL_SANTIAGO_ATITLAN,Americas,14.63,-91.23,NA,tzj,NA,Mayan
9119,TZUTUJIL_WESTERN,Americas,14.67,-91.33,NA,tzj,NA,Mayan
9120,USPANTEKO,Americas,15.45,-90.75,NA,usp,NA,Mayan
9121,WESTERN_CAKCHIQUEL_PATZUN,Americas,14.68,-91.02,NA,cak,NA,Mayan
9122,WESTERN_KEKCHI_SAN_JUAN_CHAMELCO,Americas,15.43,-90.33,NA,kek,NA,Mayan
9123,WESTERN_POCOMAM_SAN_CRISTOBAL_VERAPAZ,Americas,15.38,-90.4,NA,poc,NA,Mayan
9124,WESTERN_QUICHE_MOMOSTENANGO,Americas,14.04,-91.41,NA,quc,NA,Mayan
9125,WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN,Americas,14.8,-91.36,NA,quc,NA,Mayan
9126,WESTERN_QUICHE_TOTONICAPAN,Americas,14.91,-91.36,NA,quc,NA,Mayan
9127,ZINACANTAN_TZOTZIL,Americas,16.35,-92.5,NA,tzo,NA,Mayan
9128,JICAQUE,Americas,14.67,-87,NA,jic,NA,Jicaquean
9129,PROTO_JICAQUE,Americas,,,NA,,NA,NA
9130,XINCA,Americas,14.2,-89.78,NA,xin,NA,Xincan
9131,LENCA_EL_SALVADOR,Americas,13.72,-88.12,NA,len,NA,Lencan
9132,LENCA_HONDURAS,Americas,14.11,-87.83,NA,len,NA,Lencan
9133,CACAOPERA,Americas,13,-88.5,NA,ccr,NA,Misumalpan
9134,MISKITO,Americas,14,-83.67,NA,miq,NA,Misumalpan
9135,ULWA,Americas,13,-84.5,NA,ulw,NA,Misumalpan
9136,DAMANA,Americas,11,-73.5,NA,mbp,NA,Chibchan
9137,IKA,Americas,10.67,-73.75,NA,arh,NA,Chibchan
9138,KOGUI,Americas,11,-73.83,NA,kog,NA,Chibchan
9139,CHIBCHA,Americas,5,-74,NA,chb,NA,Chibchan
9140,PROTO_CHIBCHAN,Americas,,,NA,,NA,NA
9141,CHIMILA,Americas,10,-74,NA,cbg,NA,Chibchan
9142,DORASQUE,Americas,7,-83,NA,qbn,NA,Chibchan
9143,BUGLERE_MURIRE,Americas,8.5,-81.25,NA,sab,NA,Chibchan
9144,GUAYMI,Americas,8.67,-82,NA,gym,NA,Chibchan
9145,NGABERE_MOVE,Americas,9.75,-83.42,NA,gym,NA,Chibchan
9146,CUNA,Americas,8,-77.33,NA,kvn,NA,Chibchan
9147,KUNA_YALA_SAN_BLAS,Americas,9.23,-78.22,NA,cuk,NA,Chibchan
9148,BARI_COLUMBIA,Americas,9,-73,NA,mot,NA,Chibchan
9149,COLOMBIAN_BARI,Americas,7.9,-72.5,NA,mot,NA,Chibchan
9150,VENEZUELAN_BARI,Americas,9.84,-72.25,NA,mot,NA,Chibchan
9151,PECH,Americas,15,-85.5,NA,pay,NA,Chibchan
9152,MELEKU_JAIKA,Americas,10.75,-84.75,NA,gut,NA,Chibchan
9153,RAMA,Americas,11.75,-83.75,NA,rma,NA,Chibchan
9154,BORUCA,Americas,8.83,-83.25,NA,brn,NA,Chibchan
9155,BRIBRI,Americas,9.42,-83,NA,bzd,NA,Chibchan
9156,CABECAR,Americas,9.75,-83.42,NA,cjp,NA,Chibchan
9157,CABECAR_CHIRIPO,Americas,9.75,-83.42,NA,cjp,NA,Chibchan
9158,TERIBE,Americas,9.33,-82.67,NA,tfr,NA,Chibchan
9159,TUNEBO,Americas,6.75,-72.25,NA,tuf,NA,Chibchan
9160,COFAN,Americas,0.17,-77.17,NA,con,NA,Cofan
9161,CARAMANTA,Americas,5.62,-75.88,NA,crf,NA,Chocoan
9162,CATIO,Americas,7.17,-76.33,NA,cto,NA,Chocoan
9163,EMBERA_CHAMI,Americas,5,-76,NA,cmi,NA,Chocoan
9164,EMBERA_DARIEN,Americas,6.83,-77.17,NA,emp,NA,Chocoan
9165,EMBERA_NORTHERN,Americas,6.83,-77.17,NA,emp,NA,Chocoan
9166,EMBERA_TADO,Americas,5.25,-76.66,NA,tdc,NA,Chocoan
9167,EPENA_BASURUDO,Americas,3,-77,NA,sja,NA,Chocoan
9168,EPENA_SAIJA,Americas,3,-77,NA,sja,NA,Chocoan
9169,NORTHERN_EMBERA,Americas,6.83,-77.17,NA,emp,NA,Chocoan
9170,WOUNAAN,Americas,4,-77,NA,noa,NA,Chocoan
9171,CHOLON,Americas,-8,-77.5,NA,cht,NA,Hibito-Cholon
9172,PAEZ,Americas,2.67,-76,NA,pbb,NA,Paez
9173,PAEZ_2,Americas,2.67,-76,NA,pbb,NA,Paez
9174,ANDAQUI,Americas,1,-76,NA,ana,NA,Andaqui
9175,AWA_PIT,Americas,1.5,-78.25,NA,kwi,NA,Barbacoan
9176,CAYAPA,Americas,0.67,-79,NA,cbi,NA,Barbacoan
9177,COLORADO,Americas,-1,-79.33,NA,cof,NA,Barbacoan
9178,GUAMBIANO,Americas,2.5,-76.67,NA,gum,NA,Barbacoan
9179,TOTORO,Americas,2.5,-76.5,NA,ttk,NA,Barbacoan
9180,KAMSA,Americas,1.17,-77,NA,kbh,NA,Kamsa
